"Категория товара";Коллекция;Бренд;"Страна производства";Линейка;Артикул;Размер;"Степень теплоты";"Степень поддержки";"Размер наволочек";"Размер пододеяльника";"Размер простыни";"Тип простыни";Высота;Наполнитель;"Наполнитель чехла";"Наполнитель ядра";"Вес наполнителя";"Вес наполнителя чехла";"Вес наполнителя ядра";Ткань;"Состав ткани";"Тип застежки";"Тип застежки наволочки";"Тип застежки пододеяльника";"Тип крепления";"Тип стежки";Окантовка;Упаковка;"Тип упаковки";"Количество в упаковке";Материал;Плотность;ШтрихКод;Производитель;Цвет;"Ткань верха";"Причина Уценки";Внимание;"Ткань низ";"Вес изделия в упаковке";"Тип печати";Состав;Номенклатура;Количество;Цена;Фото;Описание
Плед;;"AlViTek (АльВиТек)";Россия;;Al-150/191-pb;150х200;;;;;;;;;;;;;;Велсофт;;;;;;;;"Сумка с металлическим каркасом";;;;260г/м;2000925548746;;;;;"Тональность изделия может отличаться от фото";;;;"100% полиэстр";"150/191-pb Микрофибра Бамбук 150х200 Плед AlViTek";8;552;http://alvitek.com.ru/upload/iblock/d1e/d1e071d55c771a53f41bf705b8b481e4.jpeg;
Плед;;"AlViTek (АльВиТек)";Россия;;Al-150/111-pb;150х200;;;;;;;;;;;;;;Велсофт;;;;;;;;"Сумка с металлическим каркасом";;;;260г/м;2000925548715;;;;;"Тональность изделия может отличаться от фото";;;;"100% полиэстр";"150/111-pb Микрофибра Бамбук 150х200 Плед AlViTek";5;552;http://alvitek.com.ru/upload/iblock/d8d/d8de231ec29dec273048f8bf76db7ab7.jpeg;
Плед;;"AlViTek (АльВиТек)";Россия;;Al-150/185-pb;150х200;;;;;;;;;;;;;;Велсофт;;;;;;;;"Сумка с металлическим каркасом";;;;260г/м;2000925548739;;;;;"Тональность изделия может отличаться от фото";;;;"100% полиэстр";"150/185-pb Микрофибра Бамбук 150х200 Плед AlViTek";8;552;http://alvitek.com.ru/upload/iblock/a56/a564aeca723fa01ab8da3ee95dc9bbef.jpeg;
Плед;;"AlViTek (АльВиТек)";Россия;;Al-150/199-pb;150х200;;;;;;;;;;;;;;Велсофт;;;;;;;;"Сумка с металлическим каркасом";;;;260г/м;2000925548753;;;;;"Тональность изделия может отличаться от фото";;;;"100% полиэстр";"150/199-pb Микрофибра Бамбук 150х200 Плед AlViTek";11;552;http://alvitek.com.ru/upload/iblock/041/0419df56c91c0686574f5f54d26aec53.jpeg;
Плед;;"AlViTek (АльВиТек)";Россия;;Al-150/177-pb;150х200;;;;;;;;;;;;;;Велсофт;;;;;;;;"Сумка с металлическим каркасом";;;;260г/м;2000925548722;;;;;"Тональность изделия может отличаться от фото";;;;"100% полиэстр";"150/177-pb Микрофибра Бамбук 150х200 Плед AlViTek";6;552;http://alvitek.com.ru/upload/iblock/1d8/1d894baf47b0ec432bd65486b19df635.jpeg;
Плед;;"AlViTek (АльВиТек)";Россия;;Al-150/209-pb;150х200;;;;;;;;;;;;;;Велсофт;;;;;;;;"Сумка с металлическим каркасом";;;;260г/м;2000925548760;;;;;"Тональность изделия может отличаться от фото";;;;"100% полиэстр";"150/209-pb Микрофибра Бамбук 150х200 Плед AlViTek";5;552;http://alvitek.com.ru/upload/iblock/11e/11eaf5c1cf5abb63444811e7ece79bc9.jpeg;
Плед;;"AlViTek (АльВиТек)";Россия;;Al-150/216-pb;150х200;;;;;;;;;;;;;;Велсофт;;;;;;;;"Сумка с металлическим каркасом";;;;260г/м;2000925548777;;;;;"Тональность изделия может отличаться от фото";;;;"100% полиэстр";"150/216-pb Микрофибра Бамбук 150х200 Плед AlViTek";8;552;http://alvitek.com.ru/upload/iblock/8fd/8fd6c6e3e946132c410ff11005762755.jpeg;
Плед;;"AlViTek (АльВиТек)";Россия;;Al-150/218-pb;150х200;;;;;;;;;;;;;;Велсофт;;;;;;;;"Сумка с металлическим каркасом";;;;260г/м;2000925548784;;;;;"Тональность изделия может отличаться от фото";;;;"100% полиэстр";"150/218-pb Микрофибра Бамбук 150х200 Плед AlViTek";7;552;http://alvitek.com.ru/upload/iblock/711/711f4d1d65fc6092f2d64d2680e9f1c9.jpeg;
Плед;;"AlViTek (АльВиТек)";Россия;;Al-150/219-pb;150х200;;;;;;;;;;;;;;Велсофт;;;;;;;;"Сумка с металлическим каркасом";;;;260г/м;2000925548791;;;;;"Тональность изделия может отличаться от фото";;;;"100% полиэстр";"150/219-pb Микрофибра Бамбук 150х200 Плед AlViTek";1;552;http://alvitek.com.ru/upload/iblock/0c3/0c30100bf0f92996e22515acc5bac063.jpeg;
Плед;;"AlViTek (АльВиТек)";Россия;;Al-150/221-pb;150х200;;;;;;;;;;;;;;Велсофт;;;;;;;;"Сумка с металлическим каркасом";;;;260г/м;2000925548814;;;;;"Тональность изделия может отличаться от фото";;;;"100% полиэстр";"150/221-pb Микрофибра Бамбук 150х200 Плед AlViTek";10;552;http://alvitek.com.ru/upload/iblock/780/780aadff28567d8e14f7f082d1f286dd.jpeg;
Плед;;"AlViTek (АльВиТек)";Россия;;Al-180/191-pb;180х200;;;;;;;;;;;;;;Велсофт;;;;;;;;"Сумка с металлическим каркасом";;;;260г/м;2000925548876;;;;;"Тональность изделия может отличаться от фото";;;;"100% полиэстр";"180/191-pb Микрофибра Бамбук 180х200 Плед AlViTek";4;632;http://alvitek.com.ru/upload/iblock/ff6/ff648a71935443b9debc7d7d905d1e6f.jpeg;
Плед;;"AlViTek (АльВиТек)";Россия;;Al-180/111-pb;180х200;;;;;;;;;;;;;;Велсофт;;;;;;;;"Сумка с металлическим каркасом";;;;260г/м;2000925548845;;;;;"Тональность изделия может отличаться от фото";;;;"100% полиэстр";"180/111-pb Микрофибра Бамбук 180х200 Плед AlViTek";6;632;http://alvitek.com.ru/upload/iblock/f12/f12b34a9c5e1cab68929a9fc5b46ae9f.jpeg;
Плед;;"AlViTek (АльВиТек)";Россия;;Al-180/185-pb;180х200;;;;;;;;;;;;;;Велсофт;;;;;;;;"Сумка с металлическим каркасом";;;;260г/м;2000925548869;;;;;"Тональность изделия может отличаться от фото";;;;"100% полиэстр";"180/185-pb Микрофибра Бамбук 180х200 Плед AlViTek";11;632;http://alvitek.com.ru/upload/iblock/ddc/ddc9db7d73da4b9df081fe9f712ee470.jpeg;
Плед;;"AlViTek (АльВиТек)";Россия;;Al-180/177-pb;180х200;;;;;;;;;;;;;;Велсофт;;;;;;;;"Сумка с металлическим каркасом";;;;260г/м;2000925548852;;;;;"Тональность изделия может отличаться от фото";;;;"100% полиэстр";"180/177-pb Микрофибра Бамбук 180х200 Плед AlViTek";8;632;http://alvitek.com.ru/upload/iblock/273/273ec4621b58373e1183c3fd51529d0f.jpeg;
Плед;;"AlViTek (АльВиТек)";Россия;;Al-180/209-pb;180х200;;;;;;;;;;;;;;Велсофт;;;;;;;;"Сумка с металлическим каркасом";;;;260г/м;2000925548890;;;;;"Тональность изделия может отличаться от фото";;;;"100% полиэстр";"180/209-pb Микрофибра Бамбук 180х200 Плед AlViTek";10;632;http://alvitek.com.ru/upload/iblock/ba6/ba6ed05dd1f491741dc5b866aa1e2b7e.jpeg;
Плед;;"AlViTek (АльВиТек)";Россия;;Al-180/216-pb;180х200;;;;;;;;;;;;;;Велсофт;;;;;;;;"Сумка с металлическим каркасом";;;;260г/м;2000925548906;;;;;"Тональность изделия может отличаться от фото";;;;"100% полиэстр";"180/216-pb Микрофибра Бамбук 180х200 Плед AlViTek";9;632;http://alvitek.com.ru/upload/iblock/cd3/cd3241a368178194ce51d01e5d33c421.jpeg;
Плед;;"AlViTek (АльВиТек)";Россия;;Al-150/215-pb;150х200;;;;;;;;;;;;;;Велсофт;;;;;;;;"Сумка с металлическим каркасом";;;;260г/м;2000925551722;;;;;"Тональность изделия может отличаться от фото";;;;"100% полиэстр";"150/215-pb Микрофибра Бамбук 150х200 Плед AlViTek";1;552;http://alvitek.com.ru/upload/iblock/03a/03ac081398ee10fbbd784f7a443c7f96.jpeg;
Плед;;"AlViTek (АльВиТек)";Россия;;Al-150/217-pb;150х200;;;;;;;;;;;;;;Велсофт;;;;;;;;"Сумка с металлическим каркасом";;;;260г/м;2000925551739;;;;;"Тональность изделия может отличаться от фото";;;;"100% полиэстр";"150/217-pb Микрофибра Бамбук 150х200 Плед AlViTek";7;552;http://alvitek.com.ru/upload/iblock/307/307225b607446e4f1a74fd13527e0e07.jpeg;
Плед;;"AlViTek (АльВиТек)";Россия;;Al-180/217-pb;180х200;;;;;;;;;;;;;;Велсофт;;;;;;;;"Сумка с металлическим каркасом";;;;260г/м;2000925551753;;;;;"Тональность изделия может отличаться от фото";;;;"100% полиэстр";"180/217-pb Микрофибра Бамбук 180х200 Плед AlViTek";7;632;http://alvitek.com.ru/upload/iblock/083/0836ed4c3a3c2d5eb42323cfdcfa9ebd.jpeg;
Плед;;"AlViTek (АльВиТек)";Россия;;Al-200/215-pb;200х220;;;;;;;;;;;;;;Велсофт;;;;;;;;"Сумка с металлическим каркасом";;;;260г/м;2000925551760;;;;;"Тональность изделия может отличаться от фото";;;;"100% полиэстр";"200/215-pb Микрофибра Бамбук 200х220 Плед AlViTek";6;738;http://alvitek.com.ru/upload/iblock/f0b/f0b0f296fef7a343d4d2156f1ee5ed60.jpeg;
Плед;;"AlViTek (АльВиТек)";Россия;;Al-200/217-pb;200х220;;;;;;;;;;;;;;Велсофт;;;;;;;;"Сумка с металлическим каркасом";;;;260г/м;2000925551777;;;;;"Тональность изделия может отличаться от фото";;;;"100% полиэстр";"200/217-pb Микрофибра Бамбук 200х220 Плед AlViTek";6;738;http://alvitek.com.ru/upload/iblock/37c/37c4d6ceb354c0616f72deef9d61ef2c.jpeg;
Плед;;"AlViTek (АльВиТек)";Россия;;Al-Венеция-150/096-pv;150х200;;;;;;;;;;;;;;Велсофт;;;;;;;;"Сумка с металлическим каркасом";;;;300г/м;2000925551784;;;;;"Тональность изделия может отличаться от фото";;;;"100% микрофибра";"150/096-pv Венеция 150х200 однотонный с теснением  микрофибра плед AlViTek";7;626;http://alvitek.com.ru/upload/iblock/c07/c0778079963472dc4d59cb1d44a30e84.jpeg;
Плед;;"AlViTek (АльВиТек)";Россия;;Al-Венеция-180/096-pv;180х200;;;;;;;;;;;;;;Велсофт;;;;;;;;"Сумка с металлическим каркасом";;;;300г/м;2000925551791;;;;;"Тональность изделия может отличаться от фото";;;;"100% микрофибра";"180/096-pv Венеция 180х200 однотонный с теснением  микрофибра плед AlViTek";6;717;http://alvitek.com.ru/upload/iblock/648/6486b456da89686802081108ed7bbcc1.jpeg;
Плед;;"AlViTek (АльВиТек)";Россия;;Al-Венеция-200/096-pv;200х220;;;;;;;;;;;;;;Велсофт;;;;;;;;"Сумка с металлическим каркасом";;;;300г/м;2000925551807;;;;;"Тональность изделия может отличаться от фото";;;;"100% микрофибра бамбук";"200/096-pv Венеция 200х220 однотонный с теснением  микрофибра плед AlViTek";7;837;http://alvitek.com.ru/upload/iblock/b93/b93525061955c0d6d1846201a08bab0d.jpeg;
"Комплект постельного белья";;KAZANOV.A;Китай;;"KAZANOV.A -2сп-Агора";Двуспальное;;;"50х70 (2шт.)+70х70 (2шт.)";180х210;220х250;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;Коробка;;;;;2000925536712;;;;;"Тональность изделия может отличаться от фото";;;;;"КПБ 2сп ""KAZANOV.A"" сатин Агора";3;3648;http://alvitek.com.ru/upload/iblock/8d4/8d43dd1b49a239d174084ca5e28b5618.jpeg;
"Комплект постельного белья";;KAZANOV.A;Китай;;"KAZANOV.A -2сп-Винченцо";Двуспальное;;;"50х70 (2шт.)+70х70 (2шт.)";180х210;220х250;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;Коробка;;;;;2000925536729;;;;;"Тональность изделия может отличаться от фото";;;;;"КПБ 2сп ""KAZANOV.A"" сатин Винченцо";1;3680;http://alvitek.com.ru/upload/iblock/5a6/5a6b749d34e9f5c0d40509a1c1cce31b.jpeg;
"Комплект постельного белья";;KAZANOV.A;Китай;;"KAZANOV.A -2сп- Шато";Двуспальное;;;"50х70 (2шт.)+70х70 (2шт.)";180х210;220х250;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;Коробка;;;;;2000925536767;;;;;"Тональность изделия может отличаться от фото";;;;;"КПБ 2сп ""KAZANOV.A"" сатин Шато";1;3648;http://alvitek.com.ru/upload/iblock/8b7/8b79823c11eb73b2969f3a635f2b3f10.jpeg;
"Комплект постельного белья";;KAZANOV.A;Китай;;"KAZANOV.A евро-Баски";Евро;;;"50х70 (2шт.)+70х70 (2шт.)";200х220;220х250;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;Коробка;;;;;2000925536804;;;;;"Тональность изделия может отличаться от фото";;;;;"КПБ евро ""KAZANOV.A"" сатин Баски";2;3962;http://alvitek.com.ru/upload/iblock/95e/95e34dd4d331449d4161ace523e95c25.jpeg;
