"Категория товара";Коллекция;Бренд;"Страна производства";Линейка;Артикул;Размер;"Степень теплоты";"Степень поддержки";"Размер наволочек";"Размер пододеяльника";"Размер простыни";"Тип простыни";Высота;Наполнитель;"Наполнитель чехла";"Наполнитель ядра";"Вес наполнителя";"Вес наполнителя чехла";"Вес наполнителя ядра";Ткань;"Состав ткани";"Тип застежки";"Тип застежки наволочки";"Тип застежки пододеяльника";"Тип крепления";"Тип стежки";Окантовка;Упаковка;"Тип упаковки";"Количество в упаковке";Материал;Плотность;ШтрихКод;Производитель;Цвет;"Ткань верха";"Причина Уценки";Внимание;"Ткань низ";"Вес изделия в упаковке";"Тип печати";Состав;Номенклатура;Количество;Цена;Фото;Описание
"Комплект постельного белья";;Экзотика;Россия;;Э-Б5-20-582;Двуспальное;;;"70х70 (2шт.)";175х215;215х220;Обычная;;;;;;;;Поплин;"100% хлопок";Прорезь(запах);;;;;;"Прямоугольная ПВХ";;;;;2000925551982;;;;;"Тональность изделия может отличаться от фото";;;;;"582 КПБ 2сп (5) ""Экзотика"" Поплин";2;1021;http://alvitek.com.ru/upload/iblock/21e/21e8be9ad97293592101eea5917c357f.jpeg;
Одеяло;"Овечья шерсть";"AlViTek (АльВиТек)";Россия;Традиция;ШБ-О-20;172х205;Легкое;;;;;;;"Овечья шерсть,пэ";;;"200 гр/кв.м";;;Полисатин;"100%  пэ";;;;;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048003107;;"Набивной рисунок,может отличаться от цвета на фото";;;"Тональность изделия может отличаться от фото";;;;;"ШБ-О-20  Одеяло 172х205 легкое";32;672;http://alvitek.com.ru/upload/iblock/ca7/ca78f1fab9aa7c2893e8c5d469ed4944.jpeg;"одеяло с наполнителем из овечьей шерсти 200 г/кв.м, чехол - ткань смесовая, окантовка-косая бейка, бирка, постер, в чемодане"
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-6-056;Евро;;;"50х70 (2шт.)+70х70 (2шт.)";200х220;230х250;Обычная;;;;;;;;Сатин;"100% хлопок";;"70х70(2шт)-молния+50х70(2шт) ушки-запах";Молния;;;;"Прямоугольная ПВХ";;;;;2000925562476;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-6-056 КПБ Евро Сатин печатный + нав-ки ( 70х70х2шт+50х70х2шт )  ""АльВиТек""";7;1993;http://alvitek.com.ru/upload/iblock/260/2602ba20e8f78aca7d9f54dac1ee610f.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-6-058;Евро;;;"50х70 (2шт.)+70х70 (2шт.)";200х220;230х250;Обычная;;;;;;;;Сатин;"100% хлопок";;"70х70(2шт)-молния+50х70(2шт) ушки-запах";Молния;;;;"Прямоугольная ПВХ";;;;;2000925562490;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-6-058 КПБ Евро Сатин печатный + нав-ки ( 70х70х2шт+50х70х2шт )  ""АльВиТек""";11;1993;http://alvitek.com.ru/upload/iblock/1e2/1e290d32ef60390c1f62a530fb59f86a.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-6-059;Евро;;;"50х70 (2шт.)+70х70 (2шт.)";200х220;230х250;Обычная;;;;;;;;Сатин;"100% хлопок";;"70х70(2шт)-молния+50х70(2шт) ушки-запах";Молния;;;;"Прямоугольная ПВХ";;;;;2000925562506;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-6-059 КПБ Евро Сатин печатный + нав-ки ( 70х70х2шт+50х70х2шт )  ""АльВиТек""";1;1993;http://alvitek.com.ru/upload/iblock/a69/a69cf6ac167a1cc01f3a62238d4ecc74.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-6-060;Евро;;;"50х70 (2шт.)+70х70 (2шт.)";200х220;230х250;Обычная;;;;;;;;Сатин;"100% хлопок";;"70х70(2шт)-молния+50х70(2шт) ушки-запах";Молния;;;;"Прямоугольная ПВХ";;;;;2000925562513;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-6-060 КПБ Евро Сатин печатный + нав-ки ( 70х70х2шт+50х70х2шт )  ""АльВиТек""";3;1993;http://alvitek.com.ru/upload/iblock/439/4397d86ea1a0a5cb08cfa98b9c924353.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-6-061;Евро;;;"50х70 (2шт.)+70х70 (2шт.)";200х220;230х250;Обычная;;;;;;;;Сатин;"100% хлопок";;"70х70(2шт)-молния+50х70(2шт) ушки-запах";Молния;;;;"Прямоугольная ПВХ";;;;;2000925562520;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-6-061 КПБ Евро Сатин печатный + нав-ки ( 70х70х2шт+50х70х2шт )  ""АльВиТек""";2;1993;http://alvitek.com.ru/upload/iblock/ae8/ae85c2afd6cfa14af465e569b5360e22.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-6-062;Евро;;;"50х70 (2шт.)+70х70 (2шт.)";200х220;230х250;Обычная;;;;;;;;Сатин;"100% хлопок";;"70х70(2шт)-молния+50х70(2шт) ушки-запах";Молния;;;;"Прямоугольная ПВХ";;;;;2000925562537;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-6-062 КПБ Евро Сатин печатный + нав-ки ( 70х70х2шт+50х70х2шт )  ""АльВиТек""";7;1993;http://alvitek.com.ru/upload/iblock/1fa/1fad7030fc7cf4384affd0bb8d355766.jpeg;
Полотенце;;АРТЕКС;Китай;;АР-4293010;38х64;;;;;;;;;;;;;;;;;;;;;;"Пакет+инд. пакет";;"6 набх2шт";;280г/м;2000925506616;;;;;"Тональность изделия может отличаться от фото";;;;;"4293010 38х64х2шт (6)  Набор кух.пол.  индив. в подарочном пакете АРТЕКС";3;734;http://alvitek.com.ru/upload/iblock/d16/d160fe2d699ac9da8d9f5d8e289ffdba.jpeg;
Салфетка;;АРТЕКС;Китай;;АР-2018;34х36,5;;;;;;;;;;;;;;Махра-лен;"100% хлопок";;;;;;;Пакет;;"12 шт.";;280г/м;2000925501970;;;;;"Тональность изделия может отличаться от фото";;;;;"2018 34х36,5 (12) салфетка  двухсторонняя АРТЕКС";9;470;http://alvitek.com.ru/upload/iblock/693/6934fd525de8c43579797064a4e21f45.jpeg;
"Простыня на резинке";;"AlViTek (АльВиТек)";Россия;Стандарт;ПР-ПО-Р-090-ШОК;090х200+25;;;;;;"На резинке";;;;;;;;Поплин;"100% хлопок";;;;Резинка;;;"Прямоугольная ПВХ";;;;;4607048017166;;Шоколадный;;;"Тональность изделия может отличаться от фото";;;;;"ПР-ПО-Р-090-ШОК Шоколадная простыня Поплин однотонная на резинке 90х200х25";6;381;http://alvitek.com.ru/upload/iblock/db8/db8d3e8207e61533e61be0e3c9f5cfcb.jpeg;"Простыня на резинке. Ткань-100% хлопок, резинка по периметру, высота борта 25см, бирка, упаковка оригинальная"
"Простыня на резинке";;"AlViTek (АльВиТек)";Россия;Стандарт;ПР-ПО-Р-140-ШОК;140х200+25;;;;;;"На резинке";;;;;;;;Поплин;"100% хлопок";;;;Резинка;;;"Прямоугольная ПВХ";;;;;4607048017173;;Шоколадный;;;"Тональность изделия может отличаться от фото";;;;;"ПР-ПО-Р-140-ШОК Шоколадная простыня Поплин однотонная на резинке 140х200х25";10;524;http://alvitek.com.ru/upload/iblock/ca4/ca40b0e17e7ea8e06630fd30c2763a91.jpeg;"Простыня на резинке. Ткань-100% хлопок, резинка по периметру, высота борта 25см, бирка, упаковка оригинальная"
"Простыня на резинке";;"AlViTek (АльВиТек)";Россия;Стандарт;ПР-ПО-Р-160-ШОК;160х200+25;;;;;;"На резинке";;;;;;;;Поплин;"100% хлопок";;;;Резинка;;;"Прямоугольная ПВХ";;;;;4607048017180;;Шоколадный;;;"Тональность изделия может отличаться от фото";;;;;"ПР-ПО-Р-160-ШОК Шоколадная простыня Поплин однотонная на резинке 160х200х25";3;542;http://alvitek.com.ru/upload/iblock/803/803cee7c12f036eec0cfd83e0edb6ac6.jpeg;"Простыня на резинке. Ткань-100% хлопок, резинка по периметру, высота борта 25см, бирка, упаковка оригинальная"
"Простыня на резинке";;"AlViTek (АльВиТек)";Россия;Стандарт;ПР-ПО-Р-180-ШОК;180х200+25;;;;;;"На резинке";;;;;;;;Поплин;"100% хлопок";;;;Резинка;;;"Прямоугольная ПВХ";;;;;4607048017197;;Шоколадный;;;"Тональность изделия может отличаться от фото";;;;;"ПР-ПО-Р-180(180)-ШОК Шоколадная простыня Поплин однотонная на резинке 180х200х25";6;602;http://alvitek.com.ru/upload/iblock/da9/da97c01d41a8410ba6fefa0837fc08e2.jpeg;"Простыня на резинке. Ткань-100% хлопок, резинка по периметру, высота борта 25см, бирка, упаковка оригинальная"
"Простыня на резинке";;"AlViTek (АльВиТек)";Россия;Стандарт;ПР-ПО-Р-200-ШОК;200х200+25;;;;;;"На резинке";;;;;;;;Поплин;"100% хлопок";;;;Резинка;;;"Прямоугольная ПВХ";;;;;4607048017203;;Шоколадный;;;"Тональность изделия может отличаться от фото";;;;;"ПР-ПО-Р-200-ШОК Шоколадная простыня Поплин однотонная на резинке 200х200х25";5;641;http://alvitek.com.ru/upload/iblock/553/553c5b6eecc5891201aa0d37f75be51f.jpeg;"Простыня на резинке. Ткань-100% хлопок, резинка по периметру, высота борта 25см, бирка, упаковка оригинальная"
Одеяло;Холфит;"AlViTek (АльВиТек)";Россия;Стандарт;ОПФ-22;200х220;Теплое;;;;;;;Холфит-пласт;;;"400 гр/кв.м";;;Поликоттон;"70% хлопок/30% полиэстр";;;;;"Одноигольная машина";Кант;"Сумка оригинальная";;;;;4607048001776;;"Набивной рисунок,может отличаться от цвета на фото";;;"Тональность изделия может отличаться от фото";;;;;"ОПФ-22  Одеяло 200х220 классическое";14;1456;http://alvitek.com.ru/upload/iblock/b81/b814c79886db50485299c54843dd1dad.jpeg;"одеяло с наполнителем - ""Холфит-пласт"" (полое силиконизированное волокно 400 г/кв.м), чехол - ткань смесовая (поликоттон; 70% - хлопок/30% - полиэстер; 120 г/кв.м) , кант, уголок, бирка, постер, в чемодане"
"Комплект постельного белья";;CLEO;;;CLEO-SK-15/348;Полутороспальное;;;"70х70 (2шт.)";150х210;160х230;Обычная;;;;;;;;Сатин;"100% хлопок";;Прорезь(запах);Молния;;;;Коробка;;;;;2000925508689;;;;;"Тональность изделия может отличаться от фото";;;;;"SK-15/348 КПБ 1,5 СП Сатин печатный нав-ки ( 70х70х2 шт ) в коробке  CLEO";1;1748;http://alvitek.com.ru/upload/iblock/c58/c5814c1e17ed8ce06a9d8b3a7e92eb40.jpeg;
"Комплект постельного белья";;CLEO;;;CLEO-SK-2/324;Двуспальное;;;"70х70 (2шт.)";180х210;230х240;Обычная;;;;;;;;Сатин;"100% хлопок";;Прорезь(запах);Молния;;;;Коробка;;;;;2000925508849;;;;;"Тональность изделия может отличаться от фото";;;;;"SK-2/324 КПБ 2 СП Сатин печатный нав-ки ( 70х70х2 шт ) в коробке CLEO";2;2171;http://alvitek.com.ru/upload/iblock/1a1/1a187b9084a4a3b45aa25f897fc6a045.jpeg;
Наматрасник;Сахара;"AlViTek (АльВиТек)";Россия;;НВШР-160;160х200;;;;;;;;"Верблюжья шерсть,пэ";;;"300 гр/кв.м";;;Тик;"100% хлопок";;;;Резинка;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048007204;;Кремовый;;;"Тональность изделия может отличаться от фото";;;;;"НВШР-160  Наматрасник с резинкой ""Сахара"" 160х200";8;1916;http://alvitek.com.ru/upload/iblock/873/873190f837782362d3ed1071bea26986.jpeg;"наматрасник на резинке с наполнителем из верблюжьей шерсти 300 г/кв.м, чехол (100 % хлопок)- ткань тик (бежевый) , окантовка косая бейка, бирка, постер, в чемодане"
